full_text,username,created_at
How come smoking is equated with committing adultery?,marvellmaliki2,Thu May 16 15:01:20 +0000 2024
Bullies tend to quickly forget the wounds inflicted on their victims  The victims will never forget the wounds they have inflicted and will always remain ,wandadesign755,Thu May 16 15:00:52 +0000 2024
there is an end  let's pray together  as clever as we are at closing the rot of murder  the last eyes the victim saw will follow the perpetrator  it's only a matter of time,senyuuumdoong,Thu May 16 15:00:27 +0000 2024
innalillaahi wainnailaaihi rojiun the perpetrator must be caught,Dito101074,Thu May 16 15:00:18 +0000 2024
I will be proud to be an Indonesian citizen if the perpetrator can be arrested and punished according to the 5th principle of justice for all Indonesian people ,Topmassage9,Thu May 16 14:59:49 +0000 2024
astaghfirullah innalillahi wa innailaihi rojiun this is really sadistic  the perpetrators of this bastard must die  can't bear to hear the voice in the video  hopefully those 3 bastards will be caught soon,Vheattoe_RM,Thu May 16 14:59:26 +0000 2024
possessed by a Vina’s friend  threatening the police to arrest 3 other perpetrators  if they can't find them  let me come,geloraco,Thu May 16 14:59:12 +0000 2024
In my personal opinion  the 3 main perpetrators were actually caught and immediately executed and the 2 people who were published were caught by the police  so they were side actors  so they just got beaten up ,manis2_pahit,Thu May 16 14:58:31 +0000 2024
not only thoroughly investigating who the perpetrators are and their motives  but also helping people who have been abandoned because no matter what  they are also indirectly victims in this case  which is why I say this detective investigation is not unusual ,yakultisme,Thu May 16 14:57:42 +0000 2024
The perpetrator of the robbery of the chassis of a National Police non-commissioned officer was shot dead by the police,NasionalBerita_,Thu May 16 14:57:08 +0000 2024
Vina's murder case  if it wasn't made into a big screen film  wouldn't have gone viral and the perpetrators wouldn't have been prosecuted  it's really strange  but it's true in Konoha  what happened in 2016 has only gone viral now,KurniaHendra94,Thu May 16 14:55:45 +0000 2024
In the future  someone will chase the perpetrators of the 50 km massacre,SyairHak,Thu May 16 14:54:11 +0000 2024
the victim is 15 years old  the perpetrator is between 14 and 16 years old  the behavior of the citizen with an IQ of 78 4 is indeed beyond nurul,babijoged,Thu May 16 14:53:20 +0000 2024
The IPA Convex 2024 event schedules ideas in this industry for business people and students  there are many winners,detikfinance,Thu May 16 14:52:45 +0000 2024
I've watched the full podcast and it's really sad  I hope the deceased gets the best place and then the remaining 3 main perpetrators are caught quickly and then just thrown into the lion's den,matchababe_,Thu May 16 14:52:15 +0000 2024
12 drug dealers arrested by police confiscating 49 kg of drugs,VIVAcoid,Thu May 16 14:51:05 +0000 2024
Now reporting to Jaki is also difficult between how long it takes to deal with it or being dealt with  but being kicked out by my friend  I reported that someone was burning rubbish  but instead the officer threw a punch at the perpetrator  in the end  the perpetrator was hit and the rubbish continued to burn ,feblistiawan,Thu May 16 14:50:45 +0000 2024
Prospective police student mugged in orange grove Police arrest five perpetrators,apakabarcoid,Thu May 16 14:50:25 +0000 2024
Just hanging in the square is suitable for the perpetrators,IPujianugraha,Thu May 16 14:49:21 +0000 2024
ss fake acc conversation with the perpetrator,shaquillarn,Thu May 16 14:48:13 +0000 2024
the number plate of the perpetrator of the thief and crash was b 6723 sog 07 28,alia_olio,Thu May 16 14:46:53 +0000 2024
What's more frightening is the fact that you share the same dorm as the perpetrator,O7O5w,Thu May 16 14:46:26 +0000 2024
I like seeing fellow deviants making noise and cursing at each other,benabdlwaheed,Thu May 16 14:46:16 +0000 2024
Basically  he gave the perpetrator 5k out of pity and care  after which he was terrorized for 10 years because of his obsession ,blauw123,Thu May 16 14:45:23 +0000 2024
Indecent perpetrators who are still teenagers  forgive Louis  Onty Angkel,diesoberr,Thu May 16 14:44:44 +0000 2024
fraud flow  the perpetrator claims to be the owner of the studio band  the method is to ask for a deposit to rent the studio & ask for a security deposit for damage  the perpetrator is still operating continuously,Asmenasshit,Thu May 16 14:43:45 +0000 2024
Who has 2 older sisters playing victims even though I was the victim but was made the perpetrator? I was the one with the painful wound  My brother wasn't injured  He was safe  Instead  my father defended me ,alysyamsyiah,Thu May 16 14:41:12 +0000 2024
Please enlighten me whether the behavior of work and husband and wife like them can be normalized because the perpetrators of these actions seem to be considered normal,ichasparrow,Thu May 16 14:37:57 +0000 2024
In my opinion  the most popular case on plate e is that it can't be logical that the spirit of someone who died can't possess other people  The one who possessed him was an evil qorin because the victim had a grudge against the perpetrator ,merapatsini,Thu May 16 14:37:25 +0000 2024
I'm not surprised that it can still be said to be in the exact same location  only the perpetrators are different and in the past  Molotov cocktails were thrown at Bolabali ,harvnanda,Thu May 16 14:37:05 +0000 2024
It would be better for the media to stop giving explicit news like this because the current digital era is scary and the aim is for learning  maybe they are the ones who are the perpetrators who are learning to kill  maybe they are inspired by the media too,tadenthu,Thu May 16 14:35:26 +0000 2024
This means that the consequences of incest do not absolutely happen to all perpetrators and can be prevented by practicing safe sex if all the negative elements have been prevented  so what are the reasons why atheists don't want to kiss their own mothers?,ArdaChandra10,Thu May 16 14:34:53 +0000 2024
There is already a lot of evidence of Vina's murderer,Amrizaldy511,Thu May 16 14:34:51 +0000 2024
yes  the host said that 5 of the 8 perpetrators who were caught had strong alibis but they didn't even have a very strange crime scene location ,Yagitudonk,Thu May 16 14:34:14 +0000 2024
The three perpetrators of Vina's murder have not yet been arrested,ki_kirez65662,Thu May 16 14:33:50 +0000 2024
The cyber netizen team has moved to look for the perpetrator of Vina's murder  hopefully it will be revealed,Amrizaldy511,Thu May 16 14:33:24 +0000 2024
The perpetrator of the ATM burglary was caught by the clever police  This disease can take money from the ATM but the balance doesn't decrease  What's strange is how the bank system is easily hacked by criminals like this ,KepaArgawinata7,Thu May 16 14:31:01 +0000 2024
Roll it all up  sir  finish it off  at least the perpetrator will feel Vina's pain,3Vluzi,Thu May 16 14:30:18 +0000 2024
again and it happened again sadly  of the 8 perpetrators of sexual abuse  4 of them were also minors and were students with their ages ranging from 14 to 16 years ,J_D3pp,Thu May 16 14:30:06 +0000 2024
good job to the attorney general  hopefully all the perpetrators can be revealed as soon as possible,Rinawulandaria,Thu May 16 14:29:55 +0000 2024
the snow happened to be quite high even though it was April  haha  it's not clear  In the morning  my little girl was already driving a tractor  cleaning the parking lot and yard  because she's good at driving a tractor  so I didn't join in because it was useless  so I played ma asu in the back yard and found the rendang perpetrator in pic 4,tokotanX,Thu May 16 14:27:54 +0000 2024
arrested  but I don't agree  in my opinion  Pian only thinks that if you don't agree  please argue why the perpetrator deserves to be fired from his job or if you have a reason that the perpetrator can be jailed  please argue  don't think that you don't agree  agree with b,jawirisme,Thu May 16 14:24:22 +0000 2024
two things that are really good  how can they not be caught in the rape article  even though the sperm sample was on the victim's body? 2 Pak Surawan  Director of Criminal Investigation  West Java Regional Police  there was no confession from the perpetrator who was caught  so that's the reason why it wasn't linked to this article  I was surprised to hear that ,Yagitudonk,Thu May 16 14:22:16 +0000 2024
In the end  what happened to the perpetrator and victim  whether they were both FH UGM students,firman__nurhuda,Thu May 16 14:21:44 +0000 2024
The North Jakarta Metro Police Satreskrim Criminal Investigation Unit succeeded in arresting 25 perpetrators of car tire theft which occurred in the parking lot of ITC Cempaka Mas  Jakarta  Jakarta  Koja Hospital  North Jakarta on Tuesday 75th  Sunter ,POLSEK_KOJA01,Thu May 16 14:21:40 +0000 2024
This is the chat content of the perpetrator in the Vina murder case in Cirebon  with the initial intention of rape being planned,democrazymedia,Thu May 16 14:20:00 +0000 2024
The Ministry of Maritime Affairs and Fisheries revealed that 254 actors in the maritime and fisheries sector were victims of the flash floods in West Sumatra,VIVAcoid,Thu May 16 14:19:34 +0000 2024
The perpetrator is still proud and has no regrets and doesn't feel guilty,EchoDeReds,Thu May 16 14:05:33 +0000 2024
Polda Metro Jaya has arrested the perpetrators of the robbery against a prospective National Police non-commissioned officer student,kompascom,Thu May 16 14:05:07 +0000 2024
There are indications that the perpetrator is the child of an official,AndreantoY90600,Thu May 16 14:03:57 +0000 2024
Assalamualiakum everyone  I'm sorry for the family members because the meerkats are looking for the perpetrator in this video because it's the same as Islam or not  we'll take it well in this video  the victim's brother is looking for the perpetrator in the video,HusainihassanH1,Thu May 16 14:03:54 +0000 2024
Don't compare this  sir  the case of the late Vina is also worthy of attention considering that several of the perpetrators have still not been arrested and for Palestine  the Indonesian government and society have made efforts to oppose colonialism and continue our struggle for justice for individuals and as a nation ,mistery_zy,Thu May 16 14:03:21 +0000 2024
Seconds  police shoot dead the perpetrator of the robbery of a prospective police non-commissioned officer student in Jakarta  police officers arrest the perpetrator of the robbery of a prospective police non-commissioned officer student  Satrio 18  which occurred on Jalan Arjuna  Kebon Orange  West Jakarta,tvOneNews,Thu May 16 14:03:08 +0000 2024
one of the perpetrators had strong backing,RK_Lamongan,Thu May 16 14:02:33 +0000 2024
Asking about fugitives  in the case of Jurkani who advocates for illegal mining  the two perpetrators are still at large or not  sir?,Rumbunisme,Thu May 16 14:01:58 +0000 2024
Then the school said that the perpetrator had been asked and he didn't admit it,mataharitimoer,Thu May 16 14:00:12 +0000 2024
The arrogance of the authorities has spread to the Department of Transportation  right from the start it was only ITN and Isilop who reported back using the ITE article even though the perpetrators can also be charged using the thuggery article and then the victim's place had their electricity removed so they couldn't sell  It's really arrogance ,pinjemduluse100,Thu May 16 13:59:27 +0000 2024
Just scolding perpetrators  scolding,talkjaehyun,Thu May 16 13:58:25 +0000 2024
Like yesterday I struggled with the victim knowing which one was joking and which one was on purpose even though the perpetrator denied it but if the tone is deaf then just tone deaf  bro  you'll be cool with yourself,IslaFH,Thu May 16 13:58:12 +0000 2024
One perpetrator who stole a police chassis in West Jakarta was shot dead by police,bukantamagoci,Thu May 16 13:58:12 +0000 2024
Does Bjorka know where the 3 perpetrators are hiding?,MarlenStevanie,Thu May 16 13:49:51 +0000 2024
if you are having a relationship  don't make a video  it could be that the people closest to you will see a lot of it and it will go viral  poor person who is a victim of the perpetrator who spread the word  I hope you will be rewarded  aminn,tututajao,Thu May 16 13:49:30 +0000 2024
Restorative justice is an alternative approach that emphasizes the recovery of victims  reintegration of perpetrators into society and collaborative conflict resolution,monologis_id,Thu May 16 13:48:41 +0000 2024
I'm sure this is the culprit,proteintelor,Thu May 16 13:47:41 +0000 2024
At least a sketch of Sir's face when the perpetrator got so bad I didn't get an answer  Sir,HariyatiFe6835,Thu May 16 13:47:38 +0000 2024
Indonesia is in a state of emergency with corruption and its top officials don't seem to care and have even become criminals,arifin34533,Thu May 16 13:47:33 +0000 2024
chronology of the NCO chassis robbery  the perpetrator followed the victim when it was quiet,20detik,Thu May 16 13:46:23 +0000 2024
This is really asking sis  if I'm already at my level  this is a high level of curiosity  The term my child is curious is not for investigation to find out whether there is something wrong or not  but it means I don't know what I think even though I am the perpetrator of the demonstration  no offense  because I really just found out about this information  thanks,MustEkeph,Thu May 16 13:46:22 +0000 2024
The police reveal the fate of the perpetrators of the robbery of the National Police NCO student candidate Satrio Mukti 18 which occurred in West Jakarta on Saturday 115  One person was shot dead while two other perpetrators suffered gunshot wounds to the legs ,kumparan,Thu May 16 13:45:44 +0000 2024
Sis Ichigo  I really feel nauseous because I feel sad and guilty about what happened to Samantha  but I'm curious about how Nathaniel was proven to be the perpetrator  he asked beside him ,LaksmiKuasa,Thu May 16 13:44:47 +0000 2024
The Ministry of Maritime Affairs and Fisheries is reviewing the allocation of BBL secured from smugglers to be distributed to cultivators rather than just released into the wild ,detikfinance,Thu May 16 13:44:25 +0000 2024
The perpetrator of the barbaric robbery was sentenced to death in prison  the perpetrator will not give up,jdorndana,Thu May 16 13:43:43 +0000 2024
I don't defend perpetrators of privacy violations  I don't want to comment on Mr  Pian's opinion  but I'm triggered by your failure to read,jawirisme,Thu May 16 13:43:27 +0000 2024
This is a serious violation  but fortunately the perpetrator who moved the stairs was not fired either,SatyaPutra53806,Thu May 16 13:43:16 +0000 2024
10 perpetrators of fertilizer theft were arrested by the Paser Police  three security guards were involved,JurnalSecurity,Thu May 16 13:43:04 +0000 2024
The question is where the perpetrator who has not been arrested is where his grave is,cuaqilxjaga,Thu May 16 13:42:58 +0000 2024
If the Criminal Investigation Department intervenes  it means that the lower level is not doing well  There are indications that the 3 perpetrators were deliberately hidden on bail ,JawisN,Thu May 16 13:24:58 +0000 2024
A verbal quarrel between neighbors ended in death  The police finally arrested the perpetrator,Liputan861,Thu May 16 13:24:54 +0000 2024
That's why in my opinion we can't classify the caption above as touching Sara because the caption here is only based on the perpetrator's place of birth  not his ethnicity ,TrinaryHelix,Thu May 16 13:24:48 +0000 2024
in Vina's film  the deceased is made into a spirit figure  the victim's story is exploited all for the sake of the best-selling entertainment in our country  the mysticism of the perpetrator's crime is only used as a blanket for morality  What happens is still a horror story that is sold  which is done by a bastard writer ,Salmonelans,Thu May 16 13:24:45 +0000 2024
You are the suspected perpetrator who made the house filled with tears tonight,Jennjenursun,Thu May 16 13:24:35 +0000 2024
with the film Vina  the case finally ended again  it's a shame  the victim's family really hopes that the main perpetrator can be brought to justice  maybe the film isn't right because it's made into a horror  I don't agree because the original Vina wasn't a horror  but after seeing the film  I understand what the family wants ,initudinda,Thu May 16 13:24:15 +0000 2024
Study history again  Bromasa PKI  Indonesia has become independent  there are no more wars  the film is clearly different  but the film Vina and G 30s PKI sutagakranya wants to tell the audience who the perpetrators of this sadistic murder are and make history available to those who watch it ,munthe_chanel,Thu May 16 13:24:06 +0000 2024
For 8 years  3 people are still at large  8 of the 11 perpetrators who have been processed should be able to continue to be pressed to get information about whether there are any obstacles during the 8 years in pursuing these 3 perpetrators ,Bungfranks,Thu May 16 13:22:47 +0000 2024
and due to the fast work of netizens  finally three people were suspected of being the perpetrators' accounts in the internet mob,Vash0089,Thu May 16 13:22:44 +0000 2024
The ugly appearance of the perpetrator in the Cirebon Vina case who escaped the death penalty confides in prison under heavy stress,AlienBali,Thu May 16 13:22:23 +0000 2024
has a homemade gun  the perpetrator of the viral car robbery in Tajur  Bogor  was arrested after stealing a motorbike in Tangerang,AlienBali,Thu May 16 13:22:19 +0000 2024
actually I brought up Florida man because in the caption the coil was only a resident from Madura  only stating that the citizen's origin is the same as Florida man  so the perpetrator was only born in Madura and people born in Madura are not always Madurese cont,TrinaryHelix,Thu May 16 13:22:18 +0000 2024
cleaning the car from what it is  it's certain from all the crimes committed by the perpetrator  after all  which normal person carries cleaning fluid in the car and the other incriminating evidence is Samantha's cell phone?,daehveon,Thu May 16 13:20:52 +0000 2024
I want to ask because how many days does it usually take for the perpetrator to be called by the police?,ismail_kra,Thu May 16 13:20:33 +0000 2024
The sad story of the number of pesugihan pa1 horror stories  the mystery of Sandra Dewi  the courage of Daniel Caesar to pass by,xridiculouzx,Thu May 16 13:19:42 +0000 2024
fugitive from 2016 to 2024 it's a lie that the family doesn't know where the netizen perpetrator went  but yesterday it was someone's fault,Minang_cyber,Thu May 16 13:19:19 +0000 2024
take a breath then exhale again  chel  calm yourself first because this is a really serious case  Nathaniel is proven to have committed a crime from various pieces of evidence that incriminate him as the perpetrator because the victim's friends gave testimony ,daehveon,Thu May 16 13:18:24 +0000 2024
I remember during this time that the family was allowed to come in and out when it reached this stage  was it a human being who was the perpetrator?,ilhambestari,Thu May 16 13:18:18 +0000 2024
If it wasn't made into a film  how could this case go viral again and with the virality of this film it would bring about a new round of arrests of fugitive perpetrators,AgusLiman71725,Thu May 16 13:18:00 +0000 2024
What happened to the perpetrator who set fire to a Buddhist house in Lombok?,jelasbukanonta,Thu May 16 13:11:40 +0000 2024
I'm itching to cut off the penis of the perpetrator of sexual harassment,chocoamilktea,Thu May 16 13:10:17 +0000 2024
My co-worker's friend had a case like this  but the perpetrator was different  In short  my co-worker shared that his friend asked for money from a guy he met on the app  and after we investigated it turned out the guy was a fraud using photos and videos of Thai people  he had been around for 6 months ,IvandJuliand,Thu May 16 13:08:48 +0000 2024
Yes  I said that the 2 2 must have intelligence  perpetrator 1 witness 1,moseolas,Thu May 16 13:08:21 +0000 2024
The perpetrator abused the victim because he was hurt that his child had been treated badly  had it been reported and not processed because there are so many children of arrogant officials who feel they are above the law?,aturart,Thu May 16 13:08:05 +0000 2024
There is a photo on the right wearing a blue shirt of the perpetrator throwing clothes at the family concert hahaha,lovesomatcha2,Thu May 16 13:07:42 +0000 2024
The cunning method of the perpetrator of the viral robbery in Tajur Bogor has been revealed  the victim's car was equipped with GPS from the start,Tribun_Bogor,Thu May 16 13:07:22 +0000 2024
Central Java tourism actors reject ban on allowing private school study tours,IDNTimesJateng,Thu May 16 13:07:22 +0000 2024
Rivi believes the main perpetrator is Ko Liam and the perpetrator's friend is Ko Milo,yasatse,Thu May 16 13:07:16 +0000 2024
what's true is Mr Rudiana's son named Eky  the deceased and Eky  this is the girlfriend of the late Vina  then the brain of the perpetrator named Egy alias Rian Prayoga alias Dani is being sought  that's what he said  the brain of this perpetrator  named Egy  is from a resident of Banjarwagunan ,Yurissa_Samosir,Thu May 16 13:07:15 +0000 2024
I'm not the perpetrator's buzzer,mdnightsummer,Thu May 16 13:05:44 +0000 2024
My father asked me not to be careless with continuous updates so I won't update for the time being and pray for the perpetrator to be caught,keepcipritttt,Thu May 16 13:04:36 +0000 2024
That's why by adding social media to this film  hopefully it will make the perpetrators more uneasy about living even though they are still alive,robah_225,Thu May 16 13:04:21 +0000 2024
stole the tires of a parked car  two perpetrators were arrested by the police,Kilas_berita_,Thu May 16 13:04:07 +0000 2024
South Tangerang Police's drug investigation unit arrested three perpetrators suspected of producing and distributing synthetic tobacco drugs ,indozonemedia,Thu May 16 13:03:20 +0000 2024
In those days  the arrogant people were really arrogant  if many Indonesian fans were blocked when they wanted to buy tickets  they were like rioters ,biasmemilihaku,Thu May 16 12:54:45 +0000 2024
murder by a child based on the results of the examination of the 13 year old perpetrator who was determined to kill his ustadzah with the initials stn 35 out of revenge because he was punished by being dried in the hot sun,bambang314,Thu May 16 12:54:43 +0000 2024
there are a lot of songs  even Namjoon has heard some of Tae's songs and said that they are good  it's really sad and I hope that the perpetrators will be dealt with as severely as possible  not only because they caused psychological problems to producer Kim  but they also committed fraud against Taegi ,7dayswithjk,Thu May 16 12:53:36 +0000 2024
perpetrators of baby dumping due to promiscuity teeth eh hihi,MirasBudi,Thu May 16 12:53:15 +0000 2024
the perpetrator is cute,gulasumsel,Thu May 16 12:53:06 +0000 2024
I hope the police's job of chasing these criminals goes smoothly and is successful  Oh yes  don't forget the role of police officers who are suspected of being the perpetrators of obstructing the investigation in the Jalancagak Subang murder case ,fideldapati,Thu May 16 12:53:02 +0000 2024
Those of you who are still asking Power about what film you are seeing are showing several of the perpetrators of Vina's murder who haven't been punished yet and are just looking for Vina's film before 7 days of broadcast even though it happened in 2016 ,rajwanaisa,Thu May 16 12:52:30 +0000 2024
You're also rude  Jink told the victim to just marry the perpetrator  that's really rude  stupid block  especially those who say that autism is rude  naudzubillah  people won't take care of you and be rude to you if you don't light the fire mirroring yourself first asshole,2lov3lyz,Thu May 16 12:52:12 +0000 2024
Vina's spirit reveals the secret of death and the perpetrator is backed by the police,indra_alaska,Thu May 16 12:51:28 +0000 2024
Yes  you deserve to be insulted from the start  even I can't be rude enough  you still defend the criminals who clearly have clear evidence  even you yourself blame the victims  You're so strange  you just make people emotional with your inconsequential opinions ,cheezucakein,Thu May 16 12:50:43 +0000 2024
If the perpetrator is caught  it will make history if the devil can be trusted,tampakloyo,Thu May 16 12:50:41 +0000 2024
I don't know either  bro  he said  this perpetrator actually had a problem with PKbh FH  Then the perpetrator was speeding in a car and wanted to hit one of the PKB part timers  so he then ran all the way to building 4 and that's where he was caught by the lecturer  finally he called the police and has now been arrested hahaha,xenixerous,Thu May 16 12:49:42 +0000 2024
IPW chairman regarding the three perpetrators of Vina's murder who are still at large should not be difficult  Eight years have passed  but 3 of the 11 suspects in the sadistic murder case of Vina and her lover in Cirebon  West Java have not yet been discovered ,tvOneNews,Thu May 16 12:49:34 +0000 2024
the perpetrator of the messy room  has been arrested,kukistory,Thu May 16 12:49:12 +0000 2024
I'm really sad when I see a little child's head there  it's empty  there's nothing left  only the shell and face are shady because it broke in the Israeli attack  please keep Boycott  who is affiliated with the perpetrators of genocide ,Nadyaaa011,Thu May 16 12:49:10 +0000 2024
The obligation to certify halal MSE products has been postponed to 2026 to protect business actors,VIVAcoid,Thu May 16 12:49:06 +0000 2024
Who is the real perpetrator  he said  this is the perpetrator of corruption,in_makiy,Thu May 16 12:38:51 +0000 2024
It is true that many MSMEs complain that their purchasing power has decreased drastically,cinggaro,Thu May 16 12:38:37 +0000 2024
a man from the village of Cipaku Mrebet Probolinggo stabbed his brother-in-law to death 160524  This started when the perpetrator's child cried and was reprimanded by the victim  The perpetrator's wife didn't accept it  then slapped the victim  The victim hit back  then the perpetrator's wife reported it to her husband  There was a stabbing ,DaddyMinusSugar,Thu May 16 12:37:58 +0000 2024
the perpetrator is noon,yuhhamin,Thu May 16 12:37:48 +0000 2024
ask for forgiveness from Allah after that  why does it take time for forgiveness from humans to be a perpetrator? It's not good to be a victim,rzq_mrna,Thu May 16 12:36:59 +0000 2024
Are you the perpetrator too? Ask Adi,anaknyamamatjoa,Thu May 16 12:36:29 +0000 2024
there's no need for journalists to cover it  If only 1 of the perpetrators has been caught in the past  you can still investigate the information from him  but you can't unless it's never been investigated and tried fairly ,ylzarayup,Thu May 16 12:35:39 +0000 2024
Did you know that many victims end up injured and traumatized because they don't have the courage to speak up and fight back? Let's fight back and report the perpetrators of violence in the office  Don't let people like this happen ,nona_melinda_,Thu May 16 12:35:30 +0000 2024
hahaha  no wonder Indonesian netz who commit sexual assault are still considered gods,isvereux,Thu May 16 12:33:44 +0000 2024
It is suspected that the middle-aged woman was burned by the perpetrator and is at large,MataTelinga,Thu May 16 12:33:22 +0000 2024
I used to be a team that kept quiet and didn't dare to speak up at the beginning until finally I dared to fight so that the perpetrators wouldn't do whatever they wanted because the more we kept quiet  the more it would continue and run rampant ,nona_melinda_,Thu May 16 12:33:20 +0000 2024
Illegal logging gang in Ngawi forest dismantled  3 perpetrators arrested & 5 fugitives,soloposdotcom,Thu May 16 12:32:07 +0000 2024
The perpetrator of the shooting of the Rose Team against the Prabowo government,fransis74201222,Thu May 16 12:32:03 +0000 2024
It's cool that the Attorney General's Office is very active  All perpetrators must be held accountable,firaamaliaasya,Thu May 16 12:30:39 +0000 2024
It went viral that residents' houses were sprinkled with goat feces  The figure of the perpetrator is still mysterious,tribunjateng,Thu May 16 12:30:21 +0000 2024
Who's her friend who said she's upset with Anjir's sister  even though she already has a boyfriend  what are you doing with your criminals? Apart from hooking up  you're also happy ,cheezucakein,Thu May 16 12:30:16 +0000 2024
The main perpetrator of the NCO chassis robbery was shot dead because he resisted arrest,20detik,Thu May 16 12:28:40 +0000 2024
The barbaric Zionist Israeli perpetrators and their supporters will soon face an immeasurably grievous punishment,kang_nana65,Thu May 16 12:28:15 +0000 2024
Thank you sir for hiding the perpetrators of such a heinous case  that's really cool,ilangrasa_,Thu May 16 12:27:40 +0000 2024
If I find the perpetrator  I'll immediately break his head  If the law doesn't intervene immediately  we'll look for it ourselves  How long has this been going on? There's no peace ,NasrilMendrofa,Thu May 16 12:26:38 +0000 2024
The person who was hiding turned out to be the one cheating and protecting each other's faces,strawbeeryyyyyy,Thu May 16 12:26:17 +0000 2024
The perpetrator of the robbery should have been sentenced to 50 years in prison without remission  which seems to be enough,kelennaay2,Thu May 16 12:25:47 +0000 2024
the famous lawyer Hotman Paris Hutapea also intervened after this case caught his attention because 8 years 3 perpetrators are still at large viral2024fyp,PanenMediaID,Thu May 16 12:24:15 +0000 2024
If Mr  Anies advances again in DKI  gangs of criminals will be free to roam around looking for prey in various areas  while Mr  Anies can only go here and there in the DKI area  Moreover  one day  Mr  Anies will pay respect to the perpetrators of crimes against democracy and the constitution ,jupriadimz7,Thu May 16 12:23:43 +0000 2024
hello  bro  I've been scammed  Coincidentally  the perpetrator's Twitter account is still there claiming to be customer care from the JNE courier  My account balance has been transferred to the perpetrator's digital fund account  The perpetrator's fund number is 082279278978  I've also attached a screen shot of the chat with the perpetrator ,jes_oshii,Thu May 16 12:22:49 +0000 2024
The spirit  who has a voice similar to Vina  admitted that he would look for the perpetrators but was forbidden by the family,Dreamcoid,Thu May 16 12:22:06 +0000 2024
Yes  there can be people as stupid as this  hahaha  they can stand up for their fellow people  but they don't know the point of the problem or if they are just pure stupid with the same 11 12 behavior as the perpetrator ,yeriana55,Thu May 16 12:21:56 +0000 2024
Vina's spirit threatens the police to arrest 3 other perpetrators  If they can't find them  let me come,Gustafhamonang1,Thu May 16 12:20:42 +0000 2024
because I don't know anything & am a victim of terror from the victims of the real perpetrators  I just hope that all of this can be finished well & it's clear that no other party will be harmed anymore  If there really is a real perpetrator  I hope he gets the reward he deserves ,moon_sera11,Thu May 16 12:20:26 +0000 2024
If AAMPD individuals distort the facts & accuse me of being a fraud or whatever  I have chronological evidence of digital traces that show I am a victim of terror  Likewise  if AAMPD individuals are victims of perpetrators who use my data  I also have evidence that my data was misused ,moon_sera11,Thu May 16 12:20:25 +0000 2024
Remember  the bombers in Surabaya were mothers and children  no need to be surprised,helenr1903,Thu May 16 12:19:51 +0000 2024
The Attorney General is working hard  hopefully all the perpetrators will be caught,rizkiaalamsyah,Thu May 16 12:19:26 +0000 2024
The premise of a sexual harassment case that was ignored by the authorities which had gone through several processes and petitions made Joanna moved to protect and seek justice for the perpetrator's victim who was the child of one of the state's top officials  complicating the situation ,Rannotmouri,Thu May 16 12:19:05 +0000 2024
the perpetrator also watched,teokjinnie,Thu May 16 12:17:36 +0000 2024
perpetrators of sex outside of marriage must be defending each other,dudusiwalandu,Thu May 16 12:17:26 +0000 2024
Those of you who watch in the cinema don't need to criticize the perpetrators if you still give money to those who exploit the case  it's really stupid ,heatstrokedv8,Thu May 16 12:17:12 +0000 2024
Please go viral  Min  the perpetrator of VCS or pornography  spread it until his family knows about this and it goes viral on all social media ,BamaMuhamm67185,Thu May 16 12:15:19 +0000 2024
If he avoids it again  he doesn't know what will happen  While he only has a short time left  his goal is not to avoid the incident  but to catch the perpetrator and keep Sunjae away from that one psychopath and cat shit ,mayteuxbliss,Thu May 16 12:14:45 +0000 2024
video Bireuen police arrest five perpetrators of stealing two husband and wife from Riau,sekilasaceh,Thu May 16 12:14:41 +0000 2024
The Bandung Police Criminal Investigation Unit carried out an autopsy by first dismantling the grave of the victim of the abuse  In fact  this incident happened almost two months ago  but it has become a concern again because of the abuse carried out by two perpetrators ,pikiran_rakyat,Thu May 16 12:14:17 +0000 2024
Spa knows that BPK is an intelligence agent who is disguised as Gojek to find the perpetrator,Pudinwss,Thu May 16 12:14:08 +0000 2024
will not stop being vocal until the perpetrator apologizes,iarosorona,Thu May 16 12:13:25 +0000 2024
I wish there was a shaman who blackmails the perpetrators of corruption  He's really excited about corruption cases  If possible  the shaman would blackmail the corruptors ,wull82960048,Thu May 16 12:12:29 +0000 2024
West Java Regional Police denied that one of the three murder suspects was not a member of the police's family,radarmadiunweb,Thu May 16 12:12:24 +0000 2024
full support for the attorney general's office  all perpetrators of corruption must be held accountable,yasminezhr_,Thu May 16 12:12:01 +0000 2024
Those who have photos of the perpetrators share them again to avoid goats,Tom_Alan4,Thu May 16 12:11:59 +0000 2024
all their assets are confiscated then all the perpetrators who are found guilty are sentenced to death  like in Vietnam  if you dare to just sambo  you are sentenced to death then the appeal is reduced to life imprisonment,ariza8888,Thu May 16 12:11:50 +0000 2024
Who knows  maybe the 3 Jamets were the main perpetrators  that's why they never met ,lula_bee29,Thu May 16 12:09:42 +0000 2024
dongo super dongo human  so what do you mean by the perpetrators of any crime can't be beaten by a mob? That's okay  okay  but 99 perpetrators of pedophilia and sexual immorality are still beaten by other inmates while in prison  in fact  in many cases the guards die in prison ,Raven______Claw,Thu May 16 12:09:36 +0000 2024
Wow  that's serious  be careful  the perpetrator is around us,thelarosa,Thu May 16 12:09:09 +0000 2024
